id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
13965,45,management,married,tertiary,no,16109,yes,no,cellular,21,nov,101,3,363,1,failure,0
13966,33,technician,married,secondary,no,81477,yes,no,cellular,27,may,345,1,294,0,unknown,0
13967,57,management,divorced,tertiary,no,3910,no,no,cellular,18,aug,158,1,192,0,unknown,0
13968,33,management,married,tertiary,no,89737,yes,yes,unknown,20,jun,87,3,567,0,unknown,0
13969,36,management,divorced,primary,no,30082,no,no,cellular,21,nov,158,2,464,0,unknown,0
13970,33,management,married,secondary,no,40346,yes,no,cellular,21,nov,87,1,12,0,failure,0
13971,43,admin.,married,secondary,no,60227,yes,no,telephone,21,nov,826,1,76,0,failure,0
13972,48,management,married,tertiary,no,44048,no,no,cellular,19,feb,158,2,352,0,unknown,0
13973,31,technician,single,secondary,no,-3213,yes,no,unknown,15,may,152,2,216,0,unknown,0
13974,31,admin.,married,tertiary,no,37560,yes,no,cellular,20,apr,121,4,659,0,unknown,0
13975,35,technician,married,unknown,no,3278,yes,no,unknown,30,may,158,1,134,0,unknown,0
13976,49,blue-collar,divorced,secondary,no,6904,no,no,cellular,17,jul,271,2,145,0,unknown,0
13977,34,blue-collar,single,secondary,no,71370,yes,no,unknown,15,may,345,1,640,0,unknown,0
13978,41,blue-collar,married,secondary,no,82082,yes,no,unknown,23,may,152,2,685,0,unknown,0
13979,29,housemaid,married,primary,no,68268,yes,no,telephone,17,jul,14,2,649,0,unknown,0
13980,32,blue-collar,single,secondary,no,-1031,yes,no,cellular,8,apr,126,4,468,0,unknown,1
13981,30,student,single,tertiary,no,10058,no,no,cellular,3,feb,158,2,241,0,unknown,1
13982,43,retired,married,primary,no,39105,yes,no,telephone,12,may,14,1,667,0,unknown,0
13983,35,technician,single,secondary,no,31044,yes,no,cellular,27,may,345,2,715,0,unknown,0
13984,29,management,married,tertiary,no,42534,yes,no,cellular,7,aug,158,2,244,0,unknown,1
13985,34,blue-collar,single,secondary,no,12700,no,no,cellular,28,jul,126,1,649,0,unknown,0
13986,27,technician,married,secondary,no,72920,yes,no,cellular,27,may,345,2,23,0,unknown,0
13987,36,management,divorced,tertiary,no,-4348,no,no,cellular,18,aug,158,2,149,0,unknown,0
13988,30,management,married,tertiary,no,78774,yes,no,cellular,27,may,121,4,403,0,unknown,0
13989,60,unemployed,single,tertiary,no,4830,no,no,unknown,16,may,396,1,137,0,unknown,0
13990,35,management,married,secondary,no,64768,yes,no,cellular,27,may,345,1,786,0,unknown,0
13991,27,blue-collar,married,primary,no,96695,yes,no,cellular,27,may,345,3,652,0,unknown,0
13992,30,services,single,tertiary,no,41358,no,no,telephone,5,mar,248,3,245,0,unknown,1
13993,31,technician,divorced,secondary,no,80716,yes,no,cellular,5,may,82,2,791,0,other,0
13994,31,technician,divorced,secondary,no,81390,yes,no,unknown,16,may,259,1,689,0,unknown,0
13995,34,services,married,secondary,no,27781,yes,no,unknown,2,jun,87,1,730,0,unknown,0
13996,32,blue-collar,single,secondary,no,88294,yes,no,unknown,8,may,152,1,36,0,unknown,0
13997,30,services,single,secondary,no,78266,yes,no,unknown,15,may,345,1,34,0,unknown,0
13998,32,technician,married,secondary,no,100067,yes,no,cellular,3,apr,104,2,292,0,other,0
13999,32,blue-collar,married,secondary,no,6313,yes,no,cellular,20,apr,121,2,150,0,unknown,0
14000,46,housemaid,married,primary,no,11716,no,no,unknown,20,jun,158,2,2,0,unknown,0
14001,31,blue-collar,married,primary,no,41036,yes,no,unknown,16,may,345,1,609,0,unknown,0
14002,30,technician,single,secondary,no,49056,yes,no,cellular,27,may,121,1,481,0,unknown,0
14003,60,services,divorced,secondary,no,16340,yes,no,unknown,16,may,152,1,807,0,unknown,0
14004,35,blue-collar,married,secondary,no,82404,yes,no,unknown,28,may,245,2,269,0,unknown,0
14005,35,services,married,unknown,no,-781,yes,no,cellular,28,may,695,1,643,0,failure,0
14006,43,services,married,secondary,no,29659,yes,no,cellular,26,may,207,4,683,0,unknown,0
14007,43,self-employed,married,secondary,no,45795,yes,yes,unknown,16,may,52,3,4,0,unknown,0
14008,30,admin.,single,secondary,no,7004,yes,no,unknown,2,jun,184,1,801,0,unknown,0
14009,31,admin.,married,secondary,no,101069,yes,no,cellular,27,may,1045,1,691,0,unknown,0
14010,32,technician,married,tertiary,no,89054,no,no,cellular,7,jul,271,1,584,0,unknown,0
14011,33,management,married,tertiary,no,17243,yes,no,unknown,16,may,121,1,231,0,unknown,0
14012,31,technician,married,secondary,no,78379,yes,yes,unknown,16,may,138,2,420,0,unknown,0
14013,31,technician,single,secondary,no,19310,yes,no,cellular,17,apr,132,3,314,1,other,0
14014,31,management,married,secondary,no,42474,yes,no,cellular,27,may,345,1,358,0,unknown,0
14015,33,entrepreneur,single,secondary,no,58991,no,yes,cellular,17,may,14,1,858,0,unknown,0
14016,36,admin.,married,secondary,no,95178,yes,no,cellular,21,nov,158,1,451,0,unknown,0
14017,51,technician,married,secondary,no,60682,yes,yes,cellular,8,jul,158,4,616,0,unknown,0
14018,48,unemployed,single,tertiary,no,32274,no,no,cellular,21,nov,48,2,85,0,unknown,0
14019,31,management,single,tertiary,no,45799,no,no,cellular,20,aug,158,4,746,0,unknown,0
14020,30,management,single,tertiary,no,-5728,no,no,telephone,17,sep,158,1,68,0,unknown,0
14021,33,blue-collar,married,primary,no,58312,yes,no,unknown,2,jun,117,1,853,0,unknown,0
14022,30,management,married,tertiary,no,42142,yes,no,cellular,17,jul,271,1,189,0,unknown,0
14023,30,management,single,tertiary,no,91217,no,no,cellular,18,aug,48,2,79,0,unknown,0
14024,43,technician,divorced,tertiary,no,14831,yes,no,cellular,6,aug,177,3,546,0,unknown,0
14025,32,technician,single,tertiary,no,27107,yes,no,cellular,17,apr,101,3,326,0,unknown,0
14026,32,services,married,secondary,no,59435,no,yes,cellular,7,jul,271,4,629,0,unknown,0
14027,30,admin.,single,secondary,no,72703,yes,no,unknown,2,jun,87,1,485,0,unknown,0
14028,45,entrepreneur,married,tertiary,no,78352,no,no,cellular,7,jul,69,1,562,0,unknown,0
14029,34,technician,married,secondary,no,82544,yes,no,cellular,27,may,345,2,527,0,unknown,0
14030,29,management,married,tertiary,no,36423,yes,yes,cellular,7,apr,177,1,106,0,unknown,1
14031,33,management,married,secondary,no,22600,yes,no,cellular,27,may,345,1,429,0,unknown,0
14032,34,admin.,single,secondary,no,101028,yes,no,unknown,2,jun,177,2,401,0,unknown,0
14033,30,self-employed,married,secondary,no,15241,no,yes,telephone,8,jul,271,1,319,0,unknown,0
14034,51,blue-collar,married,primary,no,64778,yes,no,cellular,18,aug,72,1,26,0,unknown,0
14035,35,technician,married,secondary,no,17424,yes,no,cellular,27,may,345,1,34,0,unknown,0
14036,29,admin.,married,tertiary,no,9559,yes,no,unknown,16,may,518,2,295,0,unknown,0
14037,31,services,single,tertiary,no,98033,no,no,cellular,18,nov,14,1,864,0,failure,0
14038,29,retired,married,primary,no,31946,no,no,unknown,16,may,152,2,31,0,unknown,0
14039,56,unemployed,divorced,secondary,no,10174,no,yes,unknown,8,may,152,2,174,0,unknown,0
14040,58,technician,single,secondary,no,-6488,no,no,cellular,13,feb,14,3,252,0,unknown,1
14041,34,management,married,tertiary,no,87885,yes,no,unknown,20,jun,184,3,241,0,unknown,0
14042,33,blue-collar,married,primary,no,29581,yes,no,unknown,16,may,345,1,556,0,unknown,0
14043,31,admin.,married,tertiary,no,20049,yes,no,unknown,15,may,152,2,255,0,unknown,0
14044,34,management,married,secondary,no,96455,yes,no,cellular,27,may,345,1,275,0,unknown,0
14045,31,admin.,married,secondary,no,36986,no,yes,cellular,18,aug,158,3,660,0,unknown,0
14046,37,services,married,secondary,no,37807,no,yes,cellular,20,jul,158,2,760,0,unknown,0
14047,36,entrepreneur,married,secondary,no,12138,no,no,unknown,2,jun,158,3,551,0,unknown,0
14048,34,technician,married,secondary,no,2919,yes,no,cellular,27,may,345,1,462,0,unknown,0
14049,30,management,married,tertiary,no,35413,no,no,cellular,18,aug,158,1,614,0,unknown,0
14050,34,technician,single,secondary,no,63880,yes,no,unknown,15,may,345,2,111,0,unknown,0
14051,45,management,married,unknown,no,70626,no,no,cellular,17,apr,101,2,199,0,unknown,0
14052,31,management,divorced,tertiary,no,74309,yes,no,cellular,12,nov,87,1,764,0,failure,0
14053,30,management,married,tertiary,no,37209,yes,no,cellular,12,apr,351,1,418,0,failure,0
14054,35,retired,married,secondary,no,85781,no,no,cellular,28,may,132,1,548,0,failure,0
14055,37,self-employed,married,primary,no,69588,yes,no,unknown,15,may,152,3,624,0,unknown,0
14056,32,admin.,married,secondary,no,25374,yes,yes,cellular,18,nov,158,4,796,0,unknown,0
14057,37,technician,married,secondary,no,71141,no,no,unknown,2,jun,177,2,636,0,unknown,0
14058,29,entrepreneur,married,secondary,no,92424,no,no,telephone,28,jan,158,1,588,0,unknown,0
14059,57,unemployed,divorced,unknown,no,94306,no,no,cellular,30,aug,158,2,804,0,unknown,0
14060,60,student,married,unknown,no,16651,yes,no,unknown,16,may,396,1,31,0,unknown,1
14061,36,blue-collar,married,secondary,no,49799,no,no,telephone,17,apr,121,2,836,0,success,1
14062,43,technician,divorced,secondary,no,36998,no,yes,cellular,4,aug,158,3,561,0,unknown,0
14063,35,management,married,tertiary,no,3702,no,no,cellular,18,aug,158,1,37,0,unknown,0
14064,42,technician,married,secondary,no,54761,yes,no,unknown,16,may,259,1,795,0,unknown,0
14065,34,technician,married,secondary,no,96438,yes,no,cellular,27,may,345,2,296,0,unknown,0
14066,31,blue-collar,married,primary,no,80179,yes,no,cellular,8,apr,101,1,852,2,failure,0
14067,36,blue-collar,married,primary,no,34320,no,no,cellular,3,jun,158,2,808,0,unknown,0
14068,43,admin.,married,tertiary,no,64894,yes,no,cellular,21,nov,87,1,763,0,unknown,0
14069,31,management,married,secondary,no,37310,yes,no,cellular,27,may,345,1,550,0,unknown,0
14070,31,blue-collar,married,secondary,no,71504,yes,no,cellular,12,may,658,2,868,2,failure,0
14071,32,student,single,secondary,no,-2886,yes,no,cellular,27,may,245,2,262,0,unknown,0
14072,30,admin.,married,secondary,no,99195,yes,no,unknown,26,may,152,1,656,0,unknown,0
14073,35,technician,married,tertiary,no,-3409,yes,no,cellular,18,nov,147,1,229,0,unknown,0
14074,30,management,single,secondary,no,63915,no,no,unknown,20,jun,64,2,257,0,unknown,0
14075,32,student,single,secondary,no,35400,yes,no,cellular,20,oct,101,3,840,0,other,0
14076,34,management,married,tertiary,no,68643,yes,no,cellular,8,apr,87,1,117,0,failure,0
14077,31,technician,single,secondary,no,58277,no,yes,cellular,8,jul,154,4,530,0,unknown,0
14078,29,admin.,married,secondary,no,49891,yes,no,unknown,15,may,152,1,734,0,unknown,0
14079,33,admin.,divorced,secondary,no,99986,no,yes,cellular,17,jul,158,4,864,0,unknown,0
14080,33,management,married,secondary,no,58465,no,no,cellular,18,aug,158,3,486,0,unknown,0
14081,31,technician,divorced,secondary,no,87159,yes,yes,unknown,16,may,658,2,570,0,unknown,0
14082,33,blue-collar,married,secondary,no,54337,yes,yes,unknown,16,may,152,1,335,0,unknown,0
14083,33,blue-collar,married,primary,no,49632,no,no,cellular,26,aug,158,2,209,0,unknown,0
14084,42,technician,married,secondary,no,56033,no,yes,cellular,4,feb,101,2,502,0,unknown,0
14085,34,management,married,secondary,no,22531,yes,no,cellular,27,may,345,4,682,0,unknown,0
14086,36,housemaid,married,primary,no,18453,no,no,cellular,13,aug,158,3,162,0,unknown,0
14087,48,retired,married,primary,no,59625,no,no,cellular,20,aug,158,2,137,0,unknown,0
14088,33,blue-collar,divorced,primary,no,28165,yes,no,unknown,23,may,259,1,436,0,unknown,0
14089,33,blue-collar,married,primary,no,65936,yes,yes,unknown,16,may,152,1,559,0,unknown,0
14090,32,admin.,married,secondary,no,76014,yes,no,cellular,19,nov,87,1,666,1,failure,0
14091,34,blue-collar,married,secondary,no,3408,yes,no,cellular,28,may,82,4,179,1,failure,0
14092,33,blue-collar,single,secondary,no,18686,yes,no,unknown,15,may,345,3,405,0,unknown,0
14093,48,unemployed,married,secondary,no,51363,no,no,cellular,21,nov,158,2,654,0,unknown,0
14094,32,management,single,tertiary,no,96265,no,no,cellular,30,jan,158,4,652,0,unknown,0
14095,37,housemaid,married,primary,no,31969,no,no,unknown,20,jun,64,1,529,0,unknown,0
14096,35,services,married,unknown,no,1689,no,no,cellular,28,jul,104,3,711,1,unknown,0
14097,32,services,married,secondary,no,30394,no,no,cellular,11,feb,101,2,603,0,failure,0
14098,48,retired,married,secondary,no,9412,no,no,cellular,17,oct,158,1,200,0,unknown,1
14099,34,blue-collar,married,secondary,no,9678,yes,no,unknown,16,may,259,1,812,0,unknown,1
14100,31,technician,married,secondary,no,49252,no,yes,unknown,30,jun,67,2,673,0,unknown,0
14101,48,blue-collar,married,primary,no,50240,no,no,telephone,3,feb,158,3,769,0,unknown,0
14102,32,student,single,secondary,no,98739,no,no,cellular,14,jul,101,1,257,1,failure,0
14103,31,blue-collar,married,secondary,no,-4685,yes,no,cellular,27,may,345,1,138,0,unknown,0
14104,31,blue-collar,married,secondary,no,75089,yes,no,cellular,27,may,345,1,350,0,unknown,0
14105,49,housemaid,married,primary,no,90862,no,no,unknown,2,jun,64,3,395,0,unknown,0
14106,32,management,married,tertiary,no,33522,yes,no,cellular,7,may,207,1,781,2,failure,0
14107,58,technician,divorced,secondary,no,24705,yes,no,unknown,2,jun,87,3,17,0,unknown,0
14108,32,admin.,single,secondary,no,69700,yes,no,cellular,20,apr,87,2,858,1,failure,0
14109,34,technician,married,secondary,no,14076,yes,no,cellular,27,may,345,1,74,0,unknown,0
14110,35,blue-collar,married,secondary,no,40647,yes,no,cellular,27,may,345,1,619,0,unknown,0
14111,30,retired,married,primary,no,88032,no,no,cellular,3,jun,826,1,396,0,unknown,1
14112,40,admin.,divorced,secondary,no,29432,yes,yes,unknown,6,may,152,1,228,0,unknown,0
14113,40,blue-collar,single,secondary,no,96313,no,no,cellular,6,jun,87,1,687,1,other,0
14114,31,technician,divorced,secondary,no,22440,yes,no,cellular,17,apr,132,1,5,0,unknown,0
14115,60,retired,married,secondary,no,35061,yes,no,cellular,13,jun,826,2,116,0,unknown,0
14116,35,blue-collar,married,secondary,no,14636,yes,no,cellular,27,may,345,3,526,0,unknown,0
14117,35,management,married,tertiary,no,-94,yes,no,cellular,21,nov,87,2,292,0,unknown,0
14118,31,blue-collar,married,primary,no,28901,no,no,cellular,5,apr,189,2,260,0,unknown,0
14119,41,self-employed,married,primary,no,88156,no,no,unknown,30,jun,177,1,229,0,unknown,0
14120,29,entrepreneur,married,secondary,no,38017,yes,no,unknown,28,may,345,4,555,0,unknown,0
14121,28,management,single,tertiary,no,7311,no,yes,cellular,18,nov,158,3,612,0,unknown,0
14122,40,admin.,married,secondary,no,27268,yes,yes,unknown,16,may,152,3,171,0,unknown,0
14123,35,technician,divorced,secondary,no,32070,yes,no,cellular,27,may,345,1,823,0,unknown,0
14124,37,blue-collar,married,secondary,no,90906,yes,no,cellular,27,may,1045,2,814,0,unknown,0
14125,40,housemaid,married,primary,no,83310,no,no,cellular,7,jul,158,2,855,0,unknown,0
14126,46,unemployed,divorced,primary,no,28152,no,no,cellular,17,jun,177,1,739,0,unknown,0
14127,30,entrepreneur,married,tertiary,no,31492,yes,no,unknown,23,may,152,4,128,0,unknown,0
14128,32,services,married,primary,no,58234,yes,no,unknown,15,may,345,1,57,0,unknown,0
14129,36,entrepreneur,single,secondary,no,74325,no,no,cellular,17,jul,158,2,125,0,unknown,0
14130,51,housemaid,single,secondary,no,13126,no,no,unknown,3,jun,1074,3,355,0,unknown,0
14131,31,technician,married,secondary,no,43292,yes,no,unknown,20,jun,87,2,307,0,unknown,0
14132,32,services,single,secondary,no,-5591,no,yes,cellular,7,jul,271,1,802,0,unknown,0
14133,43,management,married,tertiary,no,95455,no,no,telephone,18,nov,158,1,666,0,unknown,0
14134,30,admin.,married,secondary,no,97980,yes,no,unknown,26,may,245,1,691,0,unknown,0
14135,32,admin.,single,secondary,no,70919,no,no,cellular,12,apr,101,1,651,0,unknown,0
14136,29,blue-collar,married,secondary,no,60515,yes,no,unknown,15,may,152,1,247,0,unknown,0
14137,34,technician,single,secondary,no,44178,no,no,unknown,2,jun,87,2,260,0,unknown,0
14138,36,admin.,married,secondary,no,6933,no,no,telephone,2,jun,177,2,870,0,unknown,0
14139,31,management,single,unknown,no,55075,yes,no,cellular,27,may,121,4,141,0,unknown,0
14140,30,student,single,secondary,no,8869,no,no,cellular,9,aug,158,2,625,0,unknown,0
14141,32,admin.,married,secondary,no,70959,yes,no,cellular,28,nov,101,1,114,0,failure,0
14142,40,blue-collar,married,secondary,no,36806,yes,no,unknown,30,jan,126,1,318,0,unknown,0
14143,30,services,married,secondary,no,98962,yes,no,cellular,4,aug,158,3,659,0,unknown,0
14144,35,retired,married,secondary,no,44658,no,no,cellular,30,apr,14,1,534,2,failure,1
14145,34,blue-collar,married,secondary,no,21684,yes,no,unknown,15,may,152,2,456,0,unknown,0
14146,31,services,single,tertiary,no,19352,yes,no,unknown,15,may,345,1,595,0,unknown,0
14147,57,unemployed,divorced,primary,no,6264,no,no,cellular,19,nov,87,2,674,0,failure,0
14148,34,management,married,secondary,no,3148,yes,no,cellular,27,may,345,3,32,0,unknown,0
14149,30,technician,married,secondary,no,60254,yes,no,cellular,17,jul,271,4,560,0,unknown,0
14150,29,blue-collar,married,primary,no,35594,yes,yes,unknown,2,jun,67,2,480,0,unknown,0
14151,32,housemaid,married,primary,no,16415,no,no,cellular,21,nov,158,3,853,0,unknown,0
14152,49,admin.,married,unknown,no,-5066,no,no,cellular,28,feb,101,2,782,0,failure,0
14153,30,entrepreneur,married,unknown,no,15591,no,no,cellular,27,may,117,2,543,0,unknown,0
14154,37,blue-collar,married,secondary,no,87022,yes,no,cellular,27,may,345,1,653,0,unknown,0
14155,30,unemployed,married,secondary,no,52601,no,no,cellular,26,nov,158,3,394,0,unknown,0
14156,32,entrepreneur,married,primary,no,16982,no,no,cellular,17,apr,126,1,665,0,unknown,0
14157,39,blue-collar,married,secondary,no,37567,yes,no,unknown,26,may,121,1,706,0,unknown,0
14158,32,technician,married,tertiary,no,14608,yes,no,cellular,17,apr,24,1,247,2,failure,0
14159,32,admin.,married,secondary,no,47996,yes,no,cellular,20,apr,87,2,55,1,failure,0
14160,35,technician,divorced,secondary,no,97917,yes,no,cellular,4,aug,177,2,353,0,unknown,0
14161,29,unemployed,single,unknown,no,47755,no,no,cellular,2,nov,826,2,93,0,unknown,0
14162,36,entrepreneur,married,tertiary,no,56213,yes,no,cellular,21,nov,177,1,830,0,unknown,0
14163,31,management,married,tertiary,no,35242,no,no,cellular,8,aug,158,3,240,0,unknown,0
14164,31,management,single,tertiary,no,92474,yes,no,cellular,27,may,121,3,374,0,unknown,0
14165,34,blue-collar,divorced,secondary,no,4471,yes,no,cellular,5,apr,87,2,530,0,unknown,0
14166,31,blue-collar,married,primary,no,85690,no,yes,cellular,4,aug,158,2,51,0,unknown,0
14167,31,services,married,secondary,no,73966,yes,no,unknown,15,may,152,1,242,0,unknown,0
14168,48,student,married,unknown,no,32707,no,no,unknown,21,nov,177,1,61,0,unknown,0
14169,31,technician,single,tertiary,no,70617,yes,no,cellular,7,feb,101,3,321,0,failure,0
14170,37,management,married,tertiary,no,48784,yes,no,cellular,18,nov,87,1,484,0,unknown,0
14171,37,admin.,single,secondary,no,82762,yes,yes,cellular,17,may,177,2,863,0,unknown,0
14172,35,blue-collar,married,secondary,no,94741,yes,no,cellular,30,may,126,2,40,0,unknown,0
14173,30,blue-collar,married,secondary,no,16520,yes,no,cellular,21,nov,121,1,706,0,unknown,0
14174,30,services,single,secondary,no,-5720,no,no,unknown,2,jun,67,2,699,0,unknown,0
14175,37,blue-collar,married,primary,no,63706,yes,no,cellular,16,may,259,2,782,0,unknown,0
14176,51,admin.,single,secondary,no,74258,no,yes,cellular,28,jul,66,2,391,0,unknown,0
14177,34,services,married,secondary,no,38491,no,no,unknown,20,jun,184,1,652,0,unknown,0
14178,29,services,married,primary,no,48220,no,no,telephone,6,apr,101,1,238,0,failure,0
14179,32,technician,married,tertiary,no,47878,no,yes,cellular,7,apr,101,3,671,1,failure,0
14180,49,services,married,unknown,no,64915,no,no,telephone,28,jul,14,4,392,0,unknown,1
14181,30,admin.,married,secondary,no,11406,yes,no,unknown,16,may,259,1,337,0,unknown,0
14182,30,entrepreneur,married,tertiary,no,-6392,no,no,cellular,30,jun,177,1,331,0,failure,0
14183,60,retired,married,secondary,no,96343,no,no,cellular,18,aug,158,2,781,0,unknown,0
14184,31,technician,married,secondary,no,43542,yes,no,cellular,27,may,345,2,203,0,unknown,0
14185,36,housemaid,single,secondary,no,15019,yes,yes,unknown,2,jun,612,1,289,0,unknown,0
14186,32,admin.,married,secondary,no,40968,no,yes,cellular,7,jul,271,1,42,0,unknown,0
14187,37,blue-collar,married,primary,no,88961,yes,no,unknown,20,jun,184,3,81,0,unknown,0
14188,31,admin.,married,secondary,no,60919,yes,no,cellular,20,apr,126,1,159,1,success,0
14189,35,technician,single,secondary,no,75352,yes,no,cellular,27,may,121,3,357,0,unknown,0
14190,30,services,married,secondary,no,10022,yes,no,unknown,16,may,152,1,36,0,unknown,0
14191,34,blue-collar,married,primary,no,48008,yes,no,cellular,27,may,345,2,780,0,unknown,0
14192,42,management,married,tertiary,no,197,yes,yes,cellular,4,feb,14,2,722,0,unknown,0
14193,47,blue-collar,married,secondary,no,8358,yes,no,unknown,15,may,345,1,632,0,unknown,0
14194,31,technician,divorced,secondary,no,19925,no,yes,cellular,7,jul,271,4,8,0,unknown,0
14195,31,blue-collar,married,secondary,no,29442,yes,no,telephone,28,jul,271,4,810,0,unknown,0
14196,30,entrepreneur,married,tertiary,no,41155,yes,no,cellular,17,apr,158,1,363,0,unknown,0
14197,30,management,single,tertiary,no,83070,no,no,cellular,17,aug,158,3,512,0,unknown,0
14198,31,housemaid,married,primary,no,73412,no,yes,cellular,17,may,14,4,374,0,unknown,0
14199,30,services,single,secondary,no,14733,yes,no,unknown,15,may,152,3,84,0,unknown,0
14200,37,retired,married,secondary,no,11437,yes,no,cellular,17,may,207,2,652,1,failure,1
14201,43,blue-collar,married,secondary,no,91369,no,no,cellular,21,nov,158,1,435,0,unknown,0
14202,33,management,divorced,primary,no,52684,no,no,cellular,20,jul,14,1,278,0,unknown,0
14203,33,management,married,secondary,no,80453,yes,no,unknown,2,jun,87,3,383,0,unknown,0
14204,49,blue-collar,married,secondary,no,62726,yes,no,cellular,27,may,345,1,27,0,unknown,0
14205,32,technician,single,secondary,no,17216,no,no,cellular,18,aug,158,3,509,0,failure,0
14206,33,blue-collar,married,primary,no,31110,no,no,cellular,7,jul,69,2,207,0,unknown,1
14207,33,management,single,tertiary,no,83618,no,yes,cellular,21,nov,158,3,595,0,unknown,0
14208,34,management,single,tertiary,no,23492,yes,no,unknown,15,may,658,2,498,0,unknown,0
14209,53,unemployed,married,primary,no,61497,yes,no,cellular,21,nov,87,1,145,0,unknown,0
14210,34,management,married,secondary,no,52133,yes,no,cellular,21,nov,177,1,396,0,unknown,0
14211,34,management,single,tertiary,no,11581,yes,no,cellular,30,feb,104,2,368,0,other,0
14212,34,admin.,divorced,secondary,no,16135,yes,no,unknown,15,may,345,3,726,0,unknown,0
14213,30,management,married,unknown,no,34477,no,no,cellular,17,apr,826,1,391,1,failure,1
14214,31,blue-collar,married,secondary,no,36272,yes,no,cellular,27,may,345,1,601,0,unknown,0
14215,30,technician,single,unknown,no,95078,yes,no,unknown,15,may,152,1,589,0,unknown,0
14216,31,blue-collar,married,primary,no,11067,yes,yes,cellular,17,apr,101,1,202,0,unknown,0
14217,30,technician,married,secondary,no,-1668,no,yes,cellular,8,aug,177,2,37,0,unknown,0
14218,31,blue-collar,divorced,tertiary,no,50043,yes,no,unknown,23,may,259,1,139,0,unknown,0
14219,31,admin.,single,secondary,no,74258,no,yes,cellular,13,aug,158,3,804,0,unknown,0
14220,29,retired,married,primary,no,75748,no,no,cellular,14,jul,158,1,548,0,unknown,1
14221,34,blue-collar,married,secondary,no,37609,yes,no,cellular,27,may,345,1,841,0,unknown,0
14222,31,entrepreneur,single,secondary,no,-3136,no,no,cellular,17,may,14,1,43,0,unknown,0
14223,33,blue-collar,married,secondary,no,69377,yes,no,cellular,27,may,345,2,565,0,unknown,0
14224,30,blue-collar,married,secondary,no,23966,yes,yes,cellular,27,may,189,1,507,0,unknown,0
14225,29,blue-collar,married,primary,no,68802,no,no,unknown,2,jun,67,3,804,0,unknown,0
14226,32,management,married,tertiary,no,26757,no,no,cellular,21,nov,158,2,394,0,unknown,0
14227,37,management,divorced,primary,no,74033,yes,no,cellular,14,jul,271,1,484,0,unknown,0
14228,36,management,married,tertiary,no,50452,no,no,cellular,9,aug,158,2,869,0,unknown,0
14229,31,services,divorced,secondary,no,50969,yes,no,cellular,16,may,345,1,451,0,unknown,0
14230,31,technician,married,secondary,no,73316,yes,yes,unknown,16,may,152,2,26,0,unknown,0
14231,32,services,single,secondary,no,8264,yes,no,cellular,12,may,1182,1,294,0,failure,0
14232,33,blue-collar,married,secondary,no,32029,yes,no,unknown,2,jun,117,2,51,0,unknown,0
14233,31,technician,married,secondary,no,-5399,yes,no,telephone,3,apr,826,1,210,0,other,0
14234,41,housemaid,married,secondary,no,69975,yes,no,cellular,27,may,14,2,783,0,unknown,0
14235,34,technician,married,secondary,no,91470,yes,no,unknown,16,may,121,2,112,0,unknown,0
14236,30,management,married,tertiary,no,46409,no,no,cellular,7,jul,271,3,198,0,unknown,0
14237,48,technician,married,secondary,no,38321,yes,no,cellular,18,may,14,3,37,0,unknown,0
14238,27,blue-collar,married,primary,no,-4022,yes,no,unknown,26,may,121,3,166,0,unknown,0
14239,53,blue-collar,married,primary,no,5110,no,no,cellular,4,apr,658,2,360,0,failure,0
14240,35,blue-collar,married,secondary,no,35759,yes,no,cellular,4,apr,87,3,187,0,unknown,0
14241,30,entrepreneur,single,secondary,no,91786,no,no,cellular,28,may,66,2,366,0,unknown,0
14242,31,management,single,tertiary,no,96699,yes,no,cellular,27,may,177,1,437,0,unknown,0
14243,31,services,divorced,secondary,no,60625,no,no,cellular,27,may,14,1,576,1,other,0
14244,31,unemployed,single,tertiary,no,57782,no,no,cellular,4,feb,158,2,36,0,unknown,0
14245,37,admin.,divorced,secondary,no,-3890,no,no,cellular,7,jun,177,3,3,0,unknown,0
14246,43,unemployed,divorced,secondary,no,30585,no,no,cellular,4,aug,158,2,620,0,unknown,0
14247,45,admin.,married,secondary,no,17146,no,no,cellular,15,jul,158,2,188,0,unknown,0
14248,34,technician,single,secondary,no,62730,no,yes,cellular,27,may,121,2,471,0,unknown,0
14249,31,admin.,married,secondary,no,8305,yes,no,unknown,16,may,345,1,762,0,unknown,0
14250,30,technician,married,tertiary,no,6193,yes,no,unknown,16,may,121,1,194,0,unknown,0
14251,35,management,married,tertiary,no,99517,yes,no,cellular,18,aug,158,3,806,0,unknown,0
14252,43,admin.,married,secondary,no,59747,no,no,cellular,4,aug,158,4,13,0,unknown,0
14253,30,blue-collar,married,primary,no,16929,no,yes,cellular,27,may,121,1,289,0,unknown,0
14254,31,management,married,secondary,no,21983,yes,no,cellular,27,may,345,1,641,0,unknown,0
14255,35,management,married,tertiary,no,35091,yes,no,cellular,8,may,345,1,203,0,unknown,0
14256,34,technician,married,secondary,no,35714,yes,no,cellular,27,may,345,1,823,0,unknown,0
14257,57,retired,divorced,primary,no,66418,no,no,unknown,20,jun,177,2,665,0,unknown,0
14258,60,unemployed,married,primary,no,22143,no,no,cellular,8,apr,101,2,127,2,failure,0
